Union,Gender,Age,Education_Level,Monthly_Income,Family_Size,Housing_Type,Land_Ownership,Previous_Erosion_Experience,Distance_from_River,Access_to_Warning,Relocation_History,Govt_or_NGO_Assistance,Has_Protection_System,Infrastructure_Loss,Income_Diversification,Employment_Status,Involved_in_Community_Adaptation,Awareness_Level,Distance_score,EII,ASI,SRI,ISS,Adaptation_Category
Bakchar,Female,30,Partially Educated,7469,9,Permanent,Yes,No,16,No,No,No,Yes,No,Yes,Employed,No,Moderate,0.9927,0.4963,0.4,0.6687,0.3333,Moderately Adaptive
Bakchar,Male,20,Not Educated,7084,4,Semi-Permanent,Yes,No,52,No,No,Yes,No,No,No,Employed,No,Low,0.9686,0.4843,0.2,0.4848,0.3333,Non-Adaptive
Maijbari,Female,65,Partially Educated,4889,9,Permanent,Yes,Yes,7,No,No,No,Yes,No,No,Employed,No,Low,0.9987,0.6993,0.2,0.5988,0.3333,Non-Adaptive
Sthal,Male,31,Not Educated,8546,6,Semi-Permanent,No,No,318,No,No,Yes,No,No,No,Not Employed,Yes,Low,0.7909,0.3955,0.4,0.1775,0.6667,Moderately Adaptive
Bakchar,Male,64,Not Educated,8458,6,Permanent,Yes,No,280,No,No,No,No,No,No,Not Employed,No,Low,0.8163,0.4081,0,0.1751,0,Non-Adaptive
Sthal,Male,58,Partially Educated,7705,3,Semi-Permanent,No,No,135,Yes,No,No,No,No,Yes,Not Employed,No,Moderate,0.9132,0.4566,0.4,0.3282,0,Moderately Adaptive
Kachua,Female,42,Partially Educated,8796,2,Permanent,No,No,204,Yes,No,No,No,No,Yes,Employed,No,Low,0.8671,0.4335,0.4,0.7047,0,Moderately Adaptive
Sthal,Male,43,Partially Educated,7808,7,Semi-Permanent,Yes,No,90,No,No,No,No,No,No,Employed,Yes,Moderate,0.9432,0.4716,0.2,0.6779,0.3333,Moderately Adaptive
Sthal,Female,44,Not Educated,5829,10,Permanent,No,Yes,262,No,No,No,No,No,Yes,Employed,No,Low,0.8283,0.6142,0.2,0.4508,0,Non-Adaptive
Kachua,Male,48,Not Educated,7376,4,Semi-Permanent,Yes,Yes,65,No,No,Yes,No,No,No,Employed,No,Low,0.9599,0.68,0.2,0.4927,0.3333,Non-Adaptive
Kachua,Female,45,Partially Educated,5763,3,Permanent,No,Yes,120,No,No,No,No,No,Yes,Employed,No,Low,0.9232,0.6616,0.2,0.6225,0,Non-Adaptive
Bakchar,Male,58,Partially Educated,6268,3,Permanent,Yes,No,479,Yes,No,No,No,Yes,No,Not Employed,Yes,Moderate,0.6834,0.5417,0.4,0.2892,0.3333,Moderately Adaptive
Bakchar,Female,34,Partially Educated,7624,7,Temporary,No,No,59,No,No,No,No,Yes,No,Employed,Yes,Low,0.9639,0.682,0.2,0.6729,0.3333,Non-Adaptive
Maijbari,Male,38,Partially Educated,6869,3,Permanent,No,No,27,No,No,Yes,No,No,No,Employed,Yes,Moderate,0.9853,0.4927,0.4,0.6525,0.6667,Moderately Adaptive
Bakchar,Female,31,Partially Educated,4774,10,Permanent,Yes,No,26,No,No,No,No,No,No,Employed,No,Low,0.986,0.493,0,0.5957,0,Non-Adaptive
Bakchar,Male,29,Educated,7396,7,Semi-Permanent,Yes,Yes,67,Yes,No,No,No,Yes,No,Not Employed,No,Moderate,0.9586,0.8793,0.2,0.4933,0,Non-Adaptive
Maijbari,Female,42,Partially Educated,9648,6,Permanent,Yes,Yes,586,No,No,No,No,No,No,Not Employed,No,Moderate,0.6119,0.5059,0,0.3809,0,Non-Adaptive
Sthal,Male,48,Partially Educated,5564,7,Permanent,No,Yes,264,No,No,Yes,No,No,No,Employed,No,Moderate,0.827,0.6135,0.2,0.6171,0.3333,Non-Adaptive
Maijbari,Female,27,Educated,7973,7,Semi-Permanent,No,No,35,Yes,No,Yes,No,No,Yes,Employed,No,High,0.98,0.49,0.6,0.8559,0.3333,Strongly Adaptive
Sthal,Female,64,Partially Educated,7783,3,Permanent,No,No,372,No,No,Yes,No,No,Yes,Not Employed,Yes,Moderate,0.7548,0.3774,0.6,0.3303,0.6667,Strongly Adaptive
Sthal,Female,33,Not Educated,7009,5,Permanent,Yes,No,367,No,No,No,No,No,Yes,Employed,No,Low,0.7582,0.3791,0.2,0.4828,0,Non-Adaptive
Kachua,Male,38,Partially Educated,6872,7,Semi-Permanent,Yes,No,644,No,No,Yes,No,No,Yes,Employed,No,High,0.5731,0.2866,0.4,0.6525,0.3333,Strongly Adaptive
Bakchar,Male,42,Partially Educated,6864,3,Semi-Permanent,No,Yes,246,Yes,No,Yes,No,No,No,Employed,No,Moderate,0.839,0.6195,0.4,0.6523,0.3333,Moderately Adaptive
Kachua,Female,28,Not Educated,5866,4,Permanent,Yes,No,34,Yes,No,No,No,No,Yes,Not Employed,No,Low,0.9806,0.4903,0.4,0.1048,0,Non-Adaptive
Sthal,Female,68,Educated,2000,5,Permanent,Yes,No,228,Yes,No,No,Yes,No,Yes,Not Employed,No,High,0.851,0.4255,0.6,0.347,0.3333,Strongly Adaptive
Maijbari,Female,42,Educated,5340,6,Temporary,No,No,35,No,No,No,Yes,No,No,Employed,No,High,0.98,0.49,0.2,0.7845,0.3333,Moderately Adaptive
Maijbari,Female,23,Partially Educated,9017,5,Permanent,No,No,19,Yes,No,No,No,No,No,Not Employed,No,Moderate,0.9906,0.4953,0.2,0.3638,0,Non-Adaptive
Bakchar,Female,42,Educated,4406,7,Permanent,Yes,Yes,127,No,No,No,No,No,No,Employed,Yes,High,0.9185,0.6593,0.2,0.7592,0.3333,Moderately Adaptive
Kachua,Male,43,Educated,5319,4,Permanent,No,No,80,No,No,No,Yes,No,Yes,Employed,Yes,Moderate,0.9499,0.4749,0.6,0.7839,0.6667,Strongly Adaptive
Bakchar,Female,48,Not Educated,4982,7,Temporary,Yes,No,375,No,No,Yes,No,No,Yes,Employed,No,Low,0.7528,0.3764,0.4,0.4278,0.3333,Non-Adaptive
Sthal,Male,50,Partially Educated,8182,3,Permanent,Yes,No,100,Yes,No,No,Yes,No,No,Not Employed,No,Moderate,0.9365,0.4683,0.4,0.3411,0.3333,Moderately Adaptive
Maijbari,Male,39,Partially Educated,8209,6,Permanent,Yes,Yes,55,No,No,No,No,No,No,Employed,Yes,Moderate,0.9666,0.6833,0.2,0.6888,0.3333,Moderately Adaptive
Bakchar,Female,61,Partially Educated,3700,7,Semi-Permanent,Yes,Yes,8,No,No,No,No,No,No,Not Employed,No,Moderate,0.998,0.699,0,0.2196,0,Non-Adaptive
Maijbari,Male,27,Not Educated,6082,7,Permanent,Yes,No,415,No,No,No,No,Yes,No,Employed,Yes,Low,0.7261,0.5631,0.2,0.4576,0.3333,Non-Adaptive
Maijbari,Male,48,Partially Educated,10858,5,Semi-Permanent,No,No,208,No,No,No,No,No,No,Not Employed,No,High,0.8644,0.4322,0,0.4137,0,Non-Adaptive
Sthal,Male,62,Partially Educated,5195,5,Semi-Permanent,Yes,Yes,159,Yes,No,No,Yes,Yes,Yes,Not Employed,No,Moderate,0.8971,0.8486,0.6,0.2601,0.3333,Moderately Adaptive
Bakchar,Female,49,Educated,2000,6,Permanent,No,No,214,Yes,No,No,Yes,Yes,No,Employed,No,Moderate,0.8604,0.6302,0.4,0.6939,0.3333,Moderately Adaptive
Sthal,Male,54,Partially Educated,7328,5,Temporary,No,Yes,16,Yes,No,Yes,Yes,Yes,No,Not Employed,No,Moderate,0.9927,0.8963,0.6,0.318,0.6667,Moderately Adaptive
Kachua,Female,33,Partially Educated,7704,7,Semi-Permanent,No,Yes,5,Yes,No,No,Yes,No,No,Not Employed,Yes,Moderate,1,0.7,0.6,0.3281,0.6667,Strongly Adaptive
Bakchar,Female,38,Educated,8363,8,Semi-Permanent,No,No,114,No,No,No,No,No,Yes,Employed,No,High,0.9272,0.4636,0.2,0.8665,0,Moderately Adaptive
Maijbari,Male,46,Not Educated,5785,2,Permanent,Yes,No,128,Yes,No,No,No,No,No,Employed,Yes,Low,0.9178,0.4589,0.4,0.4496,0.3333,Non-Adaptive
Sthal,Male,38,Partially Educated,6435,1,Semi-Permanent,No,Yes,413,Yes,No,No,Yes,No,Yes,Not Employed,Yes,Low,0.7275,0.5637,0.8,0.2937,0.6667,Strongly Adaptive
Sthal,Male,22,Partially Educated,11026,4,Semi-Permanent,Yes,Yes,558,No,No,No,Yes,No,No,Employed,Yes,Low,0.6306,0.5153,0.4,0.7652,0.6667,Strongly Adaptive
Maijbari,Female,54,Not Educated,4571,9,Semi-Permanent,Yes,Yes,30,Yes,No,Yes,Yes,No,No,Not Employed,Yes,Low,0.9833,0.6916,0.8,0.0697,1,Strongly Adaptive
Sthal,Male,54,Partially Educated,3559,6,Permanent,Yes,No,98,No,No,No,No,No,Yes,Employed,No,Moderate,0.9379,0.4689,0.2,0.5627,0,Non-Adaptive
Sthal,Male,49,Not Educated,11178,4,Semi-Permanent,Yes,No,84,Yes,No,Yes,Yes,No,No,Employed,No,Moderate,0.9472,0.4736,0.6,0.5958,0.6667,Strongly Adaptive
Bakchar,Female,18,Educated,5840,7,Semi-Permanent,Yes,No,174,No,No,No,No,No,No,Employed,No,Moderate,0.8871,0.4436,0,0.798,0,Moderately Adaptive
Bakchar,Female,25,Educated,7445,5,Semi-Permanent,No,Yes,6,No,No,No,No,No,No,Employed,No,High,0.9993,0.6997,0,0.8416,0,Non-Adaptive
Kachua,Male,38,Educated,10040,4,Permanent,No,No,160,No,No,No,No,Yes,Yes,Employed,No,High,0.8965,0.6482,0.2,0.9119,0,Moderately Adaptive
Bakchar,Female,38,Partially Educated,5588,9,Permanent,No,Yes,308,No,No,No,Yes,No,Yes,Employed,No,Moderate,0.7976,0.5988,0.4,0.6177,0.3333,Moderately Adaptive
Sthal,Female,37,Not Educated,7723,8,Semi-Permanent,No,Yes,360,No,No,Yes,Yes,No,No,Employed,No,Low,0.7629,0.5814,0.4,0.5021,0.6667,Non-Adaptive
Maijbari,Male,26,Partially Educated,5762,6,Semi-Permanent,Yes,Yes,161,No,No,No,Yes,No,No,Not Employed,No,Moderate,0.8958,0.6479,0.2,0.2755,0.3333,Non-Adaptive
Bakchar,Female,39,Partially Educated,5008,5,Semi-Permanent,Yes,Yes,162,No,No,No,No,Yes,No,Not Employed,No,High,0.8951,0.8476,0,0.255,0,Non-Adaptive
Sthal,Male,57,Educated,9480,8,Permanent,Yes,No,169,No,No,No,Yes,No,Yes,Employed,No,High,0.8904,0.4452,0.4,0.8967,0.3333,Strongly Adaptive
Bakchar,Female,42,Partially Educated,8035,7,Permanent,No,No,64,Yes,No,No,No,No,No,Employed,Yes,Low,0.9606,0.4803,0.4,0.6841,0.3333,Strongly Adaptive
Maijbari,Male,31,Partially Educated,8330,4,Temporary,Yes,No,134,Yes,Yes,No,Yes,No,No,Employed,No,Moderate,0.9138,0.5569,0.4,0.6921,0.3333,Moderately Adaptive
Bakchar,Male,30,Educated,4943,1,Semi-Permanent,No,No,6,Yes,No,No,No,No,No,Employed,No,Moderate,0.9993,0.4997,0.2,0.7737,0,Moderately Adaptive
Kachua,Female,38,Partially Educated,6202,6,Semi-Permanent,Yes,No,475,No,No,No,Yes,No,Yes,Employed,No,High,0.686,0.343,0.4,0.6344,0.3333,Moderately Adaptive
Bakchar,Female,40,Not Educated,8650,6,Permanent,Yes,No,457,No,No,No,No,No,No,Not Employed,No,Low,0.6981,0.349,0,0.1803,0,Non-Adaptive
Maijbari,Male,33,Partially Educated,8589,8,Permanent,Yes,Yes,59,No,No,No,No,No,Yes,Employed,No,Low,0.9639,0.682,0.2,0.6991,0,Non-Adaptive
Sthal,Male,18,Partially Educated,4991,7,Semi-Permanent,No,Yes,204,Yes,No,No,No,No,Yes,Employed,Yes,High,0.8671,0.6335,0.6,0.6015,0.3333,Moderately Adaptive
Sthal,Male,41,Partially Educated,7822,3,Semi-Permanent,No,No,110,Yes,No,No,No,No,Yes,Employed,No,Low,0.9299,0.4649,0.4,0.6783,0,Moderately Adaptive
Bakchar,Male,41,Partially Educated,9594,8,Permanent,No,Yes,81,No,No,No,No,Yes,Yes,Not Employed,Yes,High,0.9492,0.8746,0.4,0.3794,0.3333,Moderately Adaptive
Sthal,Male,49,Not Educated,5125,4,Semi-Permanent,Yes,No,121,No,No,No,No,No,No,Employed,No,Low,0.9225,0.4613,0,0.4317,0,Non-Adaptive
Bakchar,Male,32,Educated,4363,4,Permanent,Yes,Yes,59,Yes,No,Yes,No,No,No,Employed,No,Moderate,0.9639,0.682,0.4,0.758,0.3333,Strongly Adaptive
Maijbari,Female,51,Not Educated,7819,5,Semi-Permanent,Yes,Yes,289,Yes,No,Yes,Yes,No,Yes,Employed,No,Low,0.8103,0.6051,0.8,0.5047,0.6667,Strongly Adaptive
Kachua,Male,24,Partially Educated,4571,6,Permanent,No,Yes,116,No,No,Yes,Yes,No,Yes,Employed,No,High,0.9259,0.6629,0.6,0.5901,0.6667,Moderately Adaptive
Maijbari,Male,43,Partially Educated,7883,5,Semi-Permanent,Yes,Yes,11,No,No,No,No,No,Yes,Employed,Yes,High,0.996,0.698,0.4,0.68,0.3333,Moderately Adaptive
Sthal,Female,27,Educated,5773,7,Permanent,Yes,No,161,No,No,No,No,No,Yes,Employed,No,High,0.8958,0.4479,0.2,0.7962,0,Moderately Adaptive
Sthal,Female,23,Educated,4893,5,Permanent,Yes,No,162,No,No,No,No,No,Yes,Employed,Yes,High,0.8951,0.4476,0.4,0.7724,0.3333,Strongly Adaptive
Sthal,Male,26,Partially Educated,6375,3,Permanent,No,No,61,No,No,No,No,No,No,Employed,Yes,Moderate,0.9626,0.4813,0.2,0.6391,0.3333,Moderately Adaptive
Bakchar,Male,54,Partially Educated,4672,4,Semi-Permanent,No,Yes,189,No,No,No,No,No,No,Employed,No,Moderate,0.8771,0.6385,0,0.5929,0,Non-Adaptive
Sthal,Female,32,Educated,7631,8,Temporary,Yes,Yes,24,No,No,No,No,Yes,Yes,Employed,No,Moderate,0.9873,0.8937,0.2,0.8466,0,Non-Adaptive
Sthal,Female,22,Educated,7537,5,Semi-Permanent,No,No,34,No,No,Yes,No,No,No,Employed,No,High,0.9806,0.4903,0.2,0.8441,0.3333,Moderately Adaptive
Maijbari,Male,37,Not Educated,6230,9,Permanent,Yes,No,31,Yes,Yes,No,No,No,Yes,Not Employed,Yes,Low,0.9826,0.5913,0.6,0.1147,0.3333,Moderately Adaptive
Bakchar,Male,38,Partially Educated,7561,3,Semi-Permanent,Yes,Yes,113,Yes,No,No,No,No,No,Not Employed,No,Moderate,0.9279,0.6639,0.2,0.3243,0,Non-Adaptive
Sthal,Female,24,Partially Educated,4238,6,Permanent,Yes,Yes,96,No,No,No,Yes,No,No,Employed,No,Moderate,0.9392,0.6696,0.2,0.5811,0.3333,Non-Adaptive
Bakchar,Female,47,Partially Educated,5037,4,Temporary,No,Yes,143,No,Yes,No,Yes,No,No,Not Employed,No,Moderate,0.9078,0.7539,0.2,0.2558,0.3333,Non-Adaptive
Maijbari,Male,37,Partially Educated,5681,8,Semi-Permanent,Yes,Yes,83,No,No,No,No,Yes,No,Employed,No,Moderate,0.9479,0.8739,0,0.6202,0,Non-Adaptive
Sthal,Female,42,Partially Educated,8598,5,Permanent,Yes,Yes,201,No,Yes,Yes,Yes,Yes,Yes,Employed,No,Low,0.8691,0.9345,0.6,0.6993,0.6667,Strongly Adaptive
Maijbari,Male,18,Partially Educated,6424,9,Permanent,Yes,No,79,No,Yes,No,No,No,Yes,Employed,Yes,Low,0.9506,0.5753,0.4,0.6404,0.3333,Moderately Adaptive
Bakchar,Female,60,Not Educated,11056,8,Permanent,Yes,No,128,Yes,No,No,Yes,No,No,Employed,No,Low,0.9178,0.4589,0.4,0.5925,0.3333,Moderately Adaptive
Bakchar,Male,40,Partially Educated,8642,2,Permanent,Yes,Yes,145,Yes,No,No,No,No,No,Employed,Yes,Moderate,0.9065,0.6532,0.4,0.7005,0.3333,Moderately Adaptive
Kachua,Female,32,Partially Educated,9071,5,Permanent,No,No,55,No,No,Yes,No,Yes,No,Not Employed,No,Low,0.9666,0.6833,0.2,0.3652,0.3333,Non-Adaptive
Bakchar,Female,30,Partially Educated,6443,7,Permanent,No,No,158,Yes,No,No,Yes,No,Yes,Not Employed,No,Moderate,0.8978,0.4489,0.6,0.294,0.3333,Strongly Adaptive
Kachua,Female,68,Partially Educated,5955,7,Permanent,Yes,No,284,No,No,No,No,Yes,Yes,Not Employed,Yes,Moderate,0.8136,0.6068,0.4,0.2807,0.3333,Moderately Adaptive
Sthal,Male,58,Partially Educated,7227,4,Permanent,Yes,No,151,No,No,Yes,No,No,No,Not Employed,No,Moderate,0.9025,0.4512,0.2,0.3152,0.3333,Moderately Adaptive
Bakchar,Female,32,Partially Educated,9645,6,Permanent,Yes,No,291,Yes,No,Yes,No,No,No,Not Employed,No,Moderate,0.809,0.4045,0.4,0.3808,0.3333,Strongly Adaptive
Bakchar,Female,32,Partially Educated,9649,5,Semi-Permanent,No,No,323,Yes,No,No,No,No,No,Not Employed,Yes,Low,0.7876,0.3938,0.4,0.3809,0.3333,Strongly Adaptive
Maijbari,Male,52,Partially Educated,5857,6,Permanent,No,No,19,No,No,Yes,No,No,Yes,Employed,No,Low,0.9906,0.4953,0.4,0.625,0.3333,Moderately Adaptive
Bakchar,Male,44,Partially Educated,5447,5,Semi-Permanent,No,Yes,24,No,No,No,No,No,No,Not Employed,No,Moderate,0.9873,0.6937,0,0.2669,0,Non-Adaptive
Maijbari,Female,27,Not Educated,3257,5,Permanent,Yes,Yes,241,No,Yes,Yes,No,No,No,Employed,No,Low,0.8424,0.7212,0.2,0.381,0.3333,Non-Adaptive
Sthal,Male,52,Not Educated,7345,4,Permanent,No,No,279,Yes,No,No,No,No,No,Not Employed,Yes,Low,0.817,0.4085,0.4,0.1449,0.3333,Moderately Adaptive
Sthal,Male,51,Educated,10435,7,Permanent,Yes,Yes,193,No,No,Yes,No,No,Yes,Not Employed,No,High,0.8744,0.6372,0.4,0.5757,0.3333,Strongly Adaptive
Bakchar,Male,60,Educated,4443,5,Permanent,Yes,Yes,6,Yes,No,Yes,Yes,No,No,Not Employed,No,High,0.9993,0.6997,0.6,0.4132,0.6667,Strongly Adaptive
Sthal,Female,34,Not Educated,10469,4,Semi-Permanent,No,No,305,No,No,No,Yes,No,No,Not Employed,No,Low,0.7996,0.3998,0.2,0.2296,0.3333,Non-Adaptive
Bakchar,Male,42,Educated,7476,6,Temporary,Yes,No,119,No,No,No,Yes,No,No,Not Employed,No,Moderate,0.9238,0.4619,0.2,0.4954,0.3333,Strongly Adaptive
Maijbari,Female,45,Educated,9783,7,Semi-Permanent,No,No,67,Yes,No,No,Yes,No,Yes,Employed,Yes,Moderate,0.9586,0.4793,0.8,0.905,0.6667,Strongly Adaptive
Kachua,Female,65,Partially Educated,7252,4,Permanent,No,No,24,No,No,Yes,No,No,Yes,Employed,No,Moderate,0.9873,0.4937,0.4,0.6628,0.3333,Moderately Adaptive
Bakchar,Male,28,Partially Educated,5018,6,Permanent,No,Yes,31,No,No,No,Yes,No,Yes,Not Employed,Yes,Moderate,0.9826,0.6913,0.6,0.2553,0.6667,Strongly Adaptive
Kachua,Female,46,Partially Educated,7109,9,Permanent,Yes,No,49,Yes,No,No,No,Yes,No,Employed,No,Moderate,0.9706,0.6853,0.2,0.659,0,Non-Adaptive
Maijbari,Female,65,Not Educated,2916,4,Permanent,No,No,39,No,Yes,No,No,Yes,No,Employed,No,Low,0.9773,0.7886,0,0.3718,0,Non-Adaptive
Sthal,Male,34,Partially Educated,3928,7,Permanent,No,No,295,No,Yes,No,No,No,No,Employed,No,Moderate,0.8063,0.5031,0,0.5727,0,Non-Adaptive
Maijbari,Male,49,Not Educated,7256,3,Semi-Permanent,Yes,Yes,194,No,No,No,No,No,Yes,Employed,No,Low,0.8737,0.6369,0.2,0.4895,0,Non-Adaptive
Maijbari,Female,60,Educated,10100,4,Semi-Permanent,No,Yes,124,No,No,No,No,No,No,Employed,No,Moderate,0.9205,0.6603,0,0.9136,0,Moderately Adaptive
Maijbari,Male,18,Educated,7487,5,Permanent,Yes,No,110,Yes,No,No,No,No,Yes,Employed,No,Moderate,0.9299,0.4649,0.4,0.8427,0,Strongly Adaptive
Maijbari,Male,28,Educated,7601,3,Temporary,Yes,Yes,299,No,No,No,No,No,Yes,Employed,No,High,0.8036,0.6018,0.2,0.8458,0,Moderately Adaptive
Maijbari,Male,31,Educated,9297,7,Permanent,Yes,No,544,Yes,Yes,Yes,No,No,No,Employed,No,High,0.6399,0.42,0.4,0.8918,0.3333,Strongly Adaptive
Sthal,Male,53,Partially Educated,6218,3,Semi-Permanent,No,No,101,Yes,No,Yes,No,No,No,Employed,No,Moderate,0.9359,0.4679,0.4,0.6348,0.3333,Moderately Adaptive
Sthal,Female,43,Partially Educated,5015,3,Semi-Permanent,Yes,No,44,No,No,Yes,Yes,Yes,No,Not Employed,No,Moderate,0.9739,0.687,0.4,0.2552,0.6667,Moderately Adaptive
Sthal,Male,38,Educated,6568,8,Semi-Permanent,Yes,No,80,No,No,No,No,No,No,Not Employed,Yes,High,0.9499,0.4749,0.2,0.4708,0.3333,Moderately Adaptive
Sthal,Male,26,Not Educated,3532,4,Semi-Permanent,No,No,27,Yes,No,No,No,Yes,No,Employed,Yes,Low,0.9853,0.6927,0.4,0.3885,0.3333,Non-Adaptive
Maijbari,Male,62,Educated,7692,6,Permanent,Yes,No,171,No,No,No,No,No,No,Not Employed,No,High,0.8891,0.4446,0,0.5013,0,Moderately Adaptive
Sthal,Male,47,Not Educated,6102,7,Temporary,Yes,No,42,Yes,No,Yes,No,No,No,Employed,No,Low,0.9753,0.4876,0.4,0.4582,0.3333,Non-Adaptive
Kachua,Female,43,Not Educated,7009,3,Semi-Permanent,Yes,No,52,Yes,No,No,No,No,No,Employed,No,Low,0.9686,0.4843,0.2,0.4828,0,Non-Adaptive
Kachua,Female,36,Partially Educated,10900,6,Permanent,No,No,214,Yes,No,Yes,Yes,Yes,No,Employed,Yes,Low,0.8604,0.6302,0.8,0.7618,1,Strongly Adaptive
Maijbari,Male,38,Educated,5882,6,Permanent,Yes,No,196,Yes,No,No,Yes,No,No,Employed,No,High,0.8724,0.4362,0.4,0.7992,0.3333,Strongly Adaptive
Maijbari,Male,38,Not Educated,8331,7,Semi-Permanent,Yes,Yes,62,No,No,No,No,No,Yes,Employed,Yes,Moderate,0.9619,0.681,0.4,0.5186,0.3333,Non-Adaptive
Bakchar,Female,20,Partially Educated,7560,5,Permanent,Yes,No,435,No,No,Yes,No,No,Yes,Employed,No,Moderate,0.7128,0.3564,0.4,0.6712,0.3333,Strongly Adaptive
Kachua,Female,57,Partially Educated,9934,4,Permanent,Yes,No,84,Yes,No,No,No,No,No,Not Employed,Yes,Low,0.9472,0.4736,0.4,0.3886,0.3333,Strongly Adaptive
Maijbari,Male,62,Not Educated,4869,7,Semi-Permanent,Yes,No,104,Yes,No,No,Yes,No,Yes,Employed,No,Low,0.9339,0.4669,0.6,0.4248,0.3333,Moderately Adaptive
Maijbari,Male,69,Not Educated,7499,5,Permanent,No,Yes,60,No,No,Yes,No,No,No,Employed,Yes,Low,0.9633,0.6816,0.4,0.4961,0.6667,Non-Adaptive
Maijbari,Female,38,Educated,5160,2,Permanent,No,No,95,No,No,Yes,No,No,Yes,Employed,No,Moderate,0.9399,0.4699,0.4,0.7796,0.3333,Strongly Adaptive
Sthal,Female,37,Partially Educated,8725,4,Permanent,No,No,36,No,No,Yes,No,No,Yes,Employed,No,Low,0.9793,0.4896,0.4,0.7028,0.3333,Strongly Adaptive
Kachua,Male,38,Partially Educated,4137,12,Temporary,No,No,28,Yes,No,No,Yes,No,No,Employed,No,Moderate,0.9846,0.4923,0.4,0.5784,0.3333,Moderately Adaptive
Bakchar,Female,45,Partially Educated,4065,2,Permanent,Yes,Yes,67,Yes,No,No,No,No,No,Not Employed,No,Moderate,0.9586,0.6793,0.2,0.2295,0,Non-Adaptive
Kachua,Female,44,Not Educated,8153,3,Permanent,No,No,1155,No,No,Yes,Yes,No,No,Employed,Yes,Low,0.2318,0.1159,0.6,0.5138,1,Strongly Adaptive
Bakchar,Female,47,Educated,6048,5,Semi-Permanent,No,No,417,No,No,No,No,No,No,Employed,Yes,High,0.7248,0.3624,0.2,0.8037,0.3333,Strongly Adaptive
Sthal,Male,22,Partially Educated,4165,10,Temporary,No,No,360,No,No,No,Yes,No,Yes,Employed,No,Low,0.7629,0.3814,0.4,0.5791,0.3333,Moderately Adaptive
Kachua,Female,39,Partially Educated,8682,2,Permanent,Yes,No,121,No,No,Yes,No,No,Yes,Employed,Yes,Moderate,0.9225,0.4613,0.6,0.7016,0.6667,Strongly Adaptive
Maijbari,Male,25,Not Educated,9827,5,Permanent,Yes,No,42,No,No,No,No,No,No,Not Employed,No,Low,0.9753,0.4876,0,0.2122,0,Non-Adaptive
Bakchar,Male,32,Not Educated,10433,6,Permanent,No,No,810,No,No,No,Yes,No,Yes,Employed,No,Low,0.4623,0.2311,0.4,0.5756,0.3333,Moderately Adaptive
Sthal,Female,34,Partially Educated,6826,8,Permanent,No,No,45,No,No,No,No,No,Yes,Employed,No,High,0.9733,0.4866,0.2,0.6513,0,Non-Adaptive
Bakchar,Female,41,Partially Educated,7400,6,Semi-Permanent,No,Yes,144,No,No,Yes,Yes,No,No,Not Employed,Yes,Moderate,0.9071,0.6536,0.6,0.3199,1,Strongly Adaptive
Bakchar,Male,52,Partially Educated,10860,3,Semi-Permanent,Yes,Yes,24,Yes,No,No,No,No,No,Employed,No,Moderate,0.9873,0.6937,0.2,0.7607,0,Non-Adaptive
Kachua,Female,53,Educated,5932,7,Permanent,No,Yes,175,Yes,No,No,No,Yes,Yes,Employed,Yes,Moderate,0.8864,0.8432,0.6,0.8005,0.3333,Strongly Adaptive
Sthal,Female,31,Partially Educated,7774,12,Permanent,No,No,21,Yes,Yes,No,No,No,No,Employed,Yes,High,0.9893,0.5947,0.4,0.677,0.3333,Moderately Adaptive
Sthal,Male,46,Partially Educated,6950,4,Semi-Permanent,Yes,No,79,No,No,No,No,No,No,Not Employed,No,Moderate,0.9506,0.4753,0,0.3077,0,Non-Adaptive
Sthal,Male,23,Not Educated,5778,5,Semi-Permanent,Yes,No,155,Yes,No,No,Yes,No,Yes,Employed,No,Low,0.8998,0.4499,0.6,0.4494,0.3333,Moderately Adaptive
Maijbari,Male,29,Educated,5647,5,Semi-Permanent,Yes,No,222,No,No,Yes,Yes,No,No,Employed,No,High,0.855,0.4275,0.4,0.7928,0.6667,Strongly Adaptive
Sthal,Male,52,Educated,8492,3,Permanent,Yes,No,28,Yes,No,No,No,No,No,Not Employed,Yes,Moderate,0.9846,0.4923,0.4,0.523,0.3333,Strongly Adaptive
Maijbari,Female,28,Partially Educated,8187,6,Permanent,No,No,713,No,No,No,No,No,Yes,Employed,No,Moderate,0.5271,0.2635,0.2,0.6882,0,Moderately Adaptive
Sthal,Male,38,Partially Educated,9513,9,Semi-Permanent,No,No,28,No,No,No,No,No,No,Employed,No,Low,0.9846,0.4923,0,0.7242,0,Non-Adaptive
Maijbari,Male,40,Not Educated,9481,2,Semi-Permanent,Yes,Yes,76,No,No,No,No,Yes,No,Employed,No,Low,0.9526,0.8763,0,0.5498,0,Non-Adaptive
Maijbari,Female,35,Not Educated,6273,4,Permanent,Yes,Yes,222,No,No,No,No,No,No,Employed,No,Low,0.855,0.6275,0,0.4628,0,Non-Adaptive
Kachua,Female,60,Educated,5534,5,Temporary,No,No,730,Yes,No,No,No,No,Yes,Employed,Yes,Moderate,0.5157,0.2578,0.6,0.7897,0.3333,Strongly Adaptive
Kachua,Female,51,Partially Educated,9123,7,Permanent,Yes,No,163,No,No,No,No,No,No,Not Employed,No,Low,0.8945,0.4472,0,0.3666,0,Non-Adaptive
